股票代码,公司简称,统计日期,发布时间,预告类型
300053,欧比特,2018-09-30,2018-10-13,略增
300053,欧比特,2018-12-31,2019-01-31,略增
300053,欧比特,2019-03-31,2019-04-10,续盈
300053,欧比特,2019-06-30,2019-07-15,续盈
300053,欧比特,2019-09-30,2019-10-15,略减
300053,欧比特,2019-12-31,2020-01-24,首亏
300054,鼎龙股份,2016-03-31,2016-02-23,略增
300054,鼎龙股份,2016-06-30,2016-07-13,略增
300054,鼎龙股份,2016-09-30,2016-09-28,预增
300054,鼎龙股份,2016-12-31,2017-01-07,预增
300054,鼎龙股份,2017-03-31,2017-04-06,预增
300054,鼎龙股份,2017-06-30,2017-07-07,预增
300054,鼎龙股份,2017-09-30,2017-10-14,略增
300054,鼎龙股份,2017-12-31,2018-01-27,略增
300054,鼎龙股份,2018-03-31,2018-04-10,略减
300054,鼎龙股份,2018-06-30,2018-06-20,略减
300054,鼎龙股份,2018-09-30,2018-10-10,续盈
300054,鼎龙股份,2018-12-31,2019-01-26,略减
300054,鼎龙股份,2019-03-31,2019-03-23,续盈
300054,鼎龙股份,2019-06-30,2019-07-13,略增
300054,鼎龙股份,2019-09-30,2019-10-15,略减
300054,鼎龙股份,2019-12-31,2020-01-15,预减
300055,万邦达,2016-03-31,2016-04-11,略减
300055,万邦达,2016-06-30,2016-07-11,略降
300055,万邦达,2016-09-30,2016-10-13,略降
300055,万邦达,2016-12-31,2017-01-19,略降
300055,万邦达,2017-03-31,2017-04-07,略增
300055,万邦达,2017-06-30,2017-04-26,略增
300055,万邦达,2018-03-31,2018-04-10,略减
300055,万邦达,2018-06-30,2018-07-13,略减
300055,万邦达,2018-09-30,2018-10-13,略减
300055,万邦达,2018-12-31,2019-01-31,首亏
300055,万邦达,2019-03-31,2019-04-10,略减
300055,万邦达,2019-06-30,2019-07-11,略减
300055,万邦达,2019-09-30,2019-10-14,略减
300055,万邦达,2019-12-31,2020-01-20,扭亏
300056,中创环保,2016-03-31,2016-03-23,略减
300056,中创环保,2016-06-30,2016-07-15,预增
300056,中创环保,2016-09-30,2016-10-14,大增
300056,中创环保,2016-12-31,2017-01-23,大增
300056,中创环保,2017-03-31,2017-04-07,转亏
300056,中创环保,2017-06-30,2017-07-15,首亏
300056,中创环保,2017-09-30,2017-08-25,首亏
300056,中创环保,2017-12-31,2018-01-31,首亏
300056,中创环保,2018-03-31,2018-04-10,续亏
300056,中创环保,2018-06-30,2018-07-14,续亏
300056,中创环保,2018-09-30,2018-10-13,续亏
300056,中创环保,2018-12-31,2019-01-31,首亏
300056,中创环保,2019-03-31,2019-04-10,续亏
300056,中创环保,2019-06-30,2019-07-12,增亏
300056,中创环保,2019-09-30,2019-10-14,增亏
300056,中创环保,2019-12-31,2020-01-22,扭亏
300057,万顺新材,2016-03-31,2016-04-05,略增
300057,万顺新材,2016-06-30,2016-07-15,略减
300057,万顺新材,2016-09-30,2016-10-15,略增
300057,万顺新材,2016-12-31,2017-01-26,略增
300057,万顺新材,2017-03-31,2017-04-10,略减
300057,万顺新材,2017-06-30,2017-07-14,略增
300057,万顺新材,2017-09-30,2017-10-14,略增
300057,万顺新材,2017-12-31,2018-01-31,略增
300057,万顺新材,2018-03-31,2018-04-10,略增
300057,万顺新材,2018-06-30,2018-07-11,略减
300057,万顺新材,2018-09-30,2018-10-13,略增
300057,万顺新材,2018-12-31,2019-01-18,预增
300057,万顺新材,2019-03-31,2019-04-10,预增
300057,万顺新材,2019-06-30,2019-07-13,略增
300057,万顺新材,2019-09-30,2019-10-15,略增
300057,万顺新材,2019-12-31,2020-01-24,略增
300058,蓝色光标,2016-03-31,2016-04-07,扭亏
300058,蓝色光标,2016-06-30,2016-07-12,大增
300058,蓝色光标,2016-09-30,2016-10-14,大增
300058,蓝色光标,2016-12-31,2016-12-28,大增
300058,蓝色光标,2017-03-31,2017-04-10,略降
300058,蓝色光标,2017-06-30,2017-07-12,略减
300058,蓝色光标,2017-09-30,2017-10-14,略减
300058,蓝色光标,2017-12-31,2018-01-24,预减
300058,蓝色光标,2018-03-31,2018-01-24,预增
300058,蓝色光标,2018-06-30,2018-07-13,续盈
300058,蓝色光标,2018-09-30,2018-10-13,预增
300058,蓝色光标,2018-12-31,2019-01-26,预增
300058,蓝色光标,2019-03-31,2019-03-26,预增
300058,蓝色光标,2019-06-30,2019-07-08,预增
300058,蓝色光标,2019-09-30,2019-10-08,预增
300058,蓝色光标,2019-12-31,2020-01-15,预增
300059,东方财富,2016-03-31,2016-03-19,预减
300059,东方财富,2016-06-30,2016-07-15,预减
300059,东方财富,2016-09-30,2016-10-15,预减
300059,东方财富,2016-12-31,2017-01-26,预减
300059,东方财富,2017-03-31,2017-03-06,略减
300059,东方财富,2017-06-30,2017-07-15,略减
300059,东方财富,2017-09-30,2017-10-14,略减
300059,东方财富,2017-12-31,2018-01-26,略减
300059,东方财富,2018-03-31,2018-03-17,预增
300059,东方财富,2018-06-30,2018-07-14,预增
300059,东方财富,2018-09-30,2018-10-15,预增
300059,东方财富,2018-12-31,2019-01-31,预增
300059,东方财富,2019-03-31,2019-03-06,略增
300059,东方财富,2019-06-30,2019-07-13,预增
300059,东方财富,2019-09-30,2019-10-15,预增
300059,东方财富,2019-12-31,2020-01-22,预增
300061,旗天科技,2016-03-31,2016-04-09,预增
300061,旗天科技,2016-06-30,2016-07-15,略增
300061,旗天科技,2016-09-30,2016-10-15,略增
300061,旗天科技,2016-12-31,2017-01-24,预增
300061,旗天科技,2017-03-31,2017-04-08,预增
300061,旗天科技,2017-06-30,2017-07-15,预增
300061,旗天科技,2017-09-30,2017-10-14,预增
300061,旗天科技,2017-12-31,2018-01-25,预增
300061,旗天科技,2018-03-31,2018-04-10,预减
300061,旗天科技,2018-06-30,2018-07-14,略减
300061,旗天科技,2018-09-30,2018-10-12,略增
300061,旗天科技,2018-12-31,2019-01-31,略增
300061,旗天科技,2019-03-31,2019-04-29,预增
300061,旗天科技,2019-06-30,2019-07-13,预减
300061,旗天科技,2019-09-30,2019-10-14,预减
300061,旗天科技,2019-12-31,2020-01-23,扭亏
300062,中能电气,2016-03-31,2016-03-31,预增
300062,中能电气,2016-06-30,2016-07-02,预增
300062,中能电气,2016-09-30,2016-10-14,预增
300062,中能电气,2016-12-31,2017-01-04,预增
300062,中能电气,2017-03-31,2017-03-31,预减
300062,中能电气,2017-06-30,2017-07-15,预减
300062,中能电气,2017-09-30,2017-10-13,预减
300062,中能电气,2017-12-31,2018-01-31,预减
300062,中能电气,2018-03-31,2018-04-10,预减
300062,中能电气,2018-06-30,2018-07-14,预增
300062,中能电气,2018-09-30,2018-10-13,预增
300062,中能电气,2018-12-31,2019-01-29,扭亏
300062,中能电气,2019-03-31,2019-04-09,略增
300062,中能电气,2019-06-30,2019-07-13,略减
300062,中能电气,2019-09-30,2019-10-14,预增
300062,中能电气,2019-12-31,2020-01-17,预增
300063,天龙集团,2016-03-31,2016-04-08,扭亏
300063,天龙集团,2016-06-30,2016-07-14,大增
300063,天龙集团,2016-09-30,2016-10-13,大增
300063,天龙集团,2016-12-31,2017-01-09,大增
300063,天龙集团,2017-03-31,2017-04-10,略增
300063,天龙集团,2017-06-30,2017-07-14,略减
300063,天龙集团,2017-09-30,2017-10-13,略减
300063,天龙集团,2018-06-30,2018-08-14,略增
300063,天龙集团,2018-09-30,2018-10-13,略减
300063,天龙集团,2018-12-31,2019-01-31,续亏
300063,天龙集团,2019-03-31,2019-04-10,续盈
300063,天龙集团,2019-06-30,2019-07-13,略减
300063,天龙集团,2019-09-30,2019-10-15,略减
300063,天龙集团,2019-12-31,2020-01-10,扭亏
300064,*ST金刚,2016-03-31,2016-04-09,预增
300064,*ST金刚,2016-06-30,2016-07-15,预增
300064,*ST金刚,2016-09-30,2016-10-14,预增
300064,*ST金刚,2016-12-31,2017-01-25,略增
300064,*ST金刚,2017-03-31,2017-04-05,预增
300064,*ST金刚,2017-06-30,2017-07-12,略增
300064,*ST金刚,2017-09-30,2017-08-18,预增
300064,*ST金刚,2017-12-31,2018-01-30,预增
300064,*ST金刚,2018-03-31,2018-03-26,预增
300064,*ST金刚,2018-06-30,2018-07-12,预增
300064,*ST金刚,2018-09-30,2018-10-13,略增
300064,*ST金刚,2018-12-31,2019-01-30,略减
300064,*ST金刚,2019-03-31,2019-04-10,预减
300064,*ST金刚,2019-06-30,2019-07-15,预减
300064,*ST金刚,2019-09-30,2019-10-15,预减
300064,*ST金刚,2019-12-31,2020-04-04,首亏
300065,海兰信,2016-03-31,2016-03-31,预增
300065,海兰信,2016-06-30,2016-07-14,预增
300065,海兰信,2016-09-30,2016-10-14,大增
300065,海兰信,2016-12-31,2017-01-23,预增
300065,海兰信,2017-03-31,2017-04-08,预增
300065,海兰信,2017-06-30,2017-07-05,预增
300065,海兰信,2017-09-30,2017-10-14,预增
300065,海兰信,2017-12-31,2018-01-31,略增
300065,海兰信,2018-03-31,2018-02-07,预增
300065,海兰信,2018-06-30,2018-07-07,略增
300065,海兰信,2018-09-30,2018-10-13,略增
300065,海兰信,2018-12-31,2019-01-31,略增
300065,海兰信,2019-03-31,2019-04-05,略减
300065,海兰信,2019-06-30,2019-07-12,略增
300065,海兰信,2019-09-30,2019-10-14,略增
300065,海兰信,2019-12-31,2020-01-23,略增
300066,三川智慧,2016-03-31,2016-03-25,略增
300066,三川智慧,2016-06-30,2016-07-13,略增
300066,三川智慧,2016-09-30,2016-10-14,略增
300066,三川智慧,2016-12-31,2017-01-24,续盈
300066,三川智慧,2017-03-31,2017-03-16,略减
300066,三川智慧,2017-06-30,2017-07-14,略减
300066,三川智慧,2017-09-30,2017-10-14,略减
300066,三川智慧,2017-12-31,2018-01-30,略减
300066,三川智慧,2018-03-31,2018-04-03,略减
300066,三川智慧,2018-06-30,2018-07-14,略减
300066,三川智慧,2018-09-30,2018-10-15,略增
300066,三川智慧,2018-12-31,2019-01-29,略增
300066,三川智慧,2019-03-31,2019-03-29,略增
300066,三川智慧,2019-06-30,2019-07-15,略增
300066,三川智慧,2019-09-30,2019-10-15,略增
300066,三川智慧,2019-12-31,2020-01-13,预增
300067,安诺其,2016-03-31,2016-03-25,略减
300067,安诺其,2016-06-30,2016-07-15,略减
300067,安诺其,2016-09-30,2016-10-13,略降
300067,安诺其,2016-12-31,2017-01-24,略增
300067,安诺其,2017-03-31,2017-03-22,略增
300067,安诺其,2017-06-30,2017-07-11,略增
300067,安诺其,2017-09-30,2017-10-14,略增
300067,安诺其,2017-12-31,2018-01-31,略增
300067,安诺其,2018-03-31,2018-04-10,略增
300067,安诺其,2018-06-30,2018-06-20,预增
300067,安诺其,2018-09-30,2018-10-10,预增
300067,安诺其,2018-12-31,2019-01-28,预增
300067,安诺其,2019-03-31,2019-04-09,略增
300067,安诺其,2019-06-30,2019-07-13,略增
300067,安诺其,2019-09-30,2019-10-15,略增
300067,安诺其,2019-12-31,2020-01-15,略增
300068,南都电源,2016-03-31,2016-03-15,预增
300068,南都电源,2016-06-30,2016-04-27,大增
300068,南都电源,2016-09-30,2016-08-09,预增
300068,南都电源,2016-12-31,2017-01-03,大增
300068,南都电源,2017-03-31,2017-03-11,略增
300068,南都电源,2017-06-30,2017-07-15,略增
300068,南都电源,2017-09-30,2017-08-26,略增
300068,南都电源,2018-03-31,2018-03-27,预增
300068,南都电源,2018-06-30,2018-04-27,预增
300068,南都电源,2018-09-30,2018-10-13,略增
300068,南都电源,2018-12-31,2019-01-31,略减
300068,南都电源,2019-03-31,2019-01-31,预增
300068,南都电源,2019-06-30,2019-07-13,续盈
300068,南都电源,2019-09-30,2019-10-15,略减
300068,南都电源,2019-12-31,2020-01-15,预增
300069,金利华电,2016-03-31,2016-04-09,预增
300069,金利华电,2016-06-30,2016-07-14,预增
300069,金利华电,2016-09-30,2016-10-15,预增
300069,金利华电,2016-12-31,2017-01-26,预增
300069,金利华电,2017-03-31,2017-03-14,略减
300069,金利华电,2017-06-30,2017-07-14,预减
300069,金利华电,2017-09-30,2017-10-13,略减
300069,金利华电,2017-12-31,2018-01-30,略减
300069,金利华电,2018-03-31,2018-04-10,略减
300069,金利华电,2018-06-30,2018-07-13,首亏
300069,金利华电,2018-09-30,2018-08-30,首亏
300069,金利华电,2018-12-31,2019-01-31,首亏
300069,金利华电,2019-03-31,2019-04-10,首亏
300069,金利华电,2019-06-30,2019-07-15,续亏
300069,金利华电,2019-09-30,2019-08-30,扭亏
300069,金利华电,2019-12-31,2020-01-23,扭亏
300070,碧水源,2016-03-31,2016-04-07,大增
300070,碧水源,2016-06-30,2016-07-12,大增
300070,碧水源,2016-09-30,2016-10-10,略增
300070,碧水源,2016-12-31,2017-01-24,略增
300070,碧水源,2017-03-31,2017-04-06,预增
300070,碧水源,2017-06-30,2017-07-14,预增
300070,碧水源,2017-09-30,2017-10-14,预增
300070,碧水源,2017-12-31,2018-01-27,略增
300070,碧水源,2018-03-31,2018-03-27,略减
300070,碧水源,2018-06-30,2018-07-06,略减
300070,碧水源,2018-09-30,2018-10-13,略减
300070,碧水源,2018-12-31,2019-01-31,略减
300070,碧水源,2019-03-31,2019-04-10,预减
300070,碧水源,2019-06-30,2019-07-12,预减
300070,碧水源,2019-09-30,2019-10-11,略减
300070,碧水源,2019-12-31,2020-01-20,略增
300071,*ST嘉信,2016-03-31,2016-03-30,略减
300071,*ST嘉信,2016-06-30,2016-07-14,略降
300071,*ST嘉信,2016-09-30,2016-10-14,略增
300071,*ST嘉信,2016-12-31,2017-01-23,略增
300071,*ST嘉信,2017-03-31,2017-04-07,略增
300071,*ST嘉信,2017-06-30,2017-07-14,略减
300071,*ST嘉信,2017-09-30,2017-09-18,略增
300071,*ST嘉信,2017-12-31,2018-01-31,略减
300071,*ST嘉信,2018-06-30,2018-07-14,略增
300071,*ST嘉信,2018-09-30,2018-10-13,预减
300071,*ST嘉信,2018-12-31,2019-01-31,续亏
300071,*ST嘉信,2019-03-31,2019-04-10,首亏
300071,*ST嘉信,2019-06-30,2019-07-12,首亏
300071,*ST嘉信,2019-09-30,2019-08-30,首亏
300071,*ST嘉信,2019-12-31,2020-01-22,扭亏
300072,三聚环保,2016-03-31,2016-03-16,预增
300072,三聚环保,2016-06-30,2016-07-12,大增
300072,三聚环保,2016-09-30,2016-10-10,大增
300072,三聚环保,2016-12-31,2017-01-10,大增
300072,三聚环保,2017-03-31,2017-03-16,预增
300072,三聚环保,2017-06-30,2017-07-15,预增
300072,三聚环保,2017-09-30,2017-10-10,预增
300072,三聚环保,2017-12-31,2018-01-23,预增
300072,三聚环保,2018-03-31,2018-02-28,略增
300072,三聚环保,2018-06-30,2018-07-14,略增
300072,三聚环保,2018-09-30,2018-10-13,略减
300072,三聚环保,2018-12-31,2019-01-31,预减
300072,三聚环保,2019-03-31,2019-04-10,预减
300072,三聚环保,2019-06-30,2019-07-13,预减
300072,三聚环保,2019-09-30,2019-10-08,预减
300072,三聚环保,2019-12-31,2020-01-15,预减
300073,当升科技,2016-03-31,2016-03-15,扭亏
300073,当升科技,2016-06-30,2016-07-12,大增
300073,当升科技,2016-09-30,2016-10-10,大增
300073,当升科技,2016-12-31,2017-01-27,预增
300073,当升科技,2017-03-31,2017-03-14,略增
300073,当升科技,2017-06-30,2017-06-27,大增
300073,当升科技,2017-09-30,2017-08-29,预增
300073,当升科技,2018-03-31,2018-03-17,预增
300073,当升科技,2018-06-30,2018-07-13,略减
300073,当升科技,2018-09-30,2018-10-15,略增
300073,当升科技,2018-12-31,2019-01-08,略增
300073,当升科技,2019-03-31,2019-04-10,略增
300073,当升科技,2019-06-30,2019-07-12,略增
300073,当升科技,2019-09-30,2019-10-15,略增
300073,当升科技,2019-12-31,2020-01-22,首亏
300074,华平股份,2016-03-31,2016-04-01,减亏
300074,华平股份,2016-06-30,2016-07-12,扭亏
300074,华平股份,2016-12-31,2017-01-20,大增
300074,华平股份,2017-03-31,2017-04-07,续亏
300074,华平股份,2017-06-30,2017-04-26,不确定
300074,华平股份,2017-09-30,2017-10-14,预增
300074,华平股份,2018-03-31,2018-04-04,续亏
300074,华平股份,2018-06-30,2018-07-13,首亏
300074,华平股份,2018-09-30,2018-10-13,首亏
300074,华平股份,2018-12-31,2019-01-31,预减
300074,华平股份,2019-03-31,2019-04-10,续亏
300074,华平股份,2019-06-30,2019-07-13,扭亏
300074,华平股份,2019-09-30,2019-10-14,扭亏
300074,华平股份,2019-12-31,2020-02-03,略增
300075,数字政通,2016-03-31,2016-04-08,略增
300075,数字政通,2016-06-30,2016-06-28,略增
300075,数字政通,2016-09-30,2016-10-13,略增
300075,数字政通,2016-12-31,2017-01-25,略增
300075,数字政通,2017-03-31,2017-04-07,略增
300075,数字政通,2017-06-30,2017-07-08,略增
300075,数字政通,2017-09-30,2017-10-13,略增
300075,数字政通,2017-12-31,2018-01-31,略增
300075,数字政通,2018-03-31,2018-04-10,预增
300075,数字政通,2018-06-30,2018-07-13,略增
300075,数字政通,2018-09-30,2018-10-13,略增
300075,数字政通,2018-12-31,2019-01-19,略减
300075,数字政通,2019-03-31,2019-04-10,略增
300075,数字政通,2019-06-30,2019-07-13,略增
300075,数字政通,2019-09-30,2019-10-12,略增
300075,数字政通,2019-12-31,2020-01-22,略增
300076,GQY视讯,2016-03-31,2016-04-08,续亏
300076,GQY视讯,2016-06-30,2016-07-13,预减
300076,GQY视讯,2016-09-30,2016-10-14,转亏
300076,GQY视讯,2016-12-31,2017-01-27,预增
300076,GQY视讯,2017-03-31,2017-04-07,续亏
300076,GQY视讯,2017-06-30,2017-07-14,首亏
300076,GQY视讯,2017-09-30,2017-10-13,续亏
300076,GQY视讯,2018-03-31,2018-04-10,扭亏
300076,GQY视讯,2018-06-30,2018-07-13,扭亏
300076,GQY视讯,2018-09-30,2018-10-12,扭亏
300076,GQY视讯,2018-12-31,2019-01-29,扭亏
300076,GQY视讯,2019-03-31,2019-04-10,首亏
300076,GQY视讯,2019-06-30,2019-07-15,预减
300076,GQY视讯,2019-09-30,2019-10-14,略减
300076,GQY视讯,2019-12-31,2020-01-22,略减
300077,国民技术,2016-03-31,2016-03-02,预增
300077,国民技术,2016-06-30,2016-07-08,预增
300077,国民技术,2016-09-30,2016-10-15,略减
300077,国民技术,2016-12-31,2017-01-21,略增
300077,国民技术,2017-03-31,2017-03-30,略减
300077,国民技术,2017-06-30,2017-07-14,续盈
300077,国民技术,2017-09-30,2017-10-14,略增
300077,国民技术,2017-12-31,2018-01-27,首亏
300077,国民技术,2018-03-31,2018-04-10,略减
300077,国民技术,2018-06-30,2018-07-14,预减
300077,国民技术,2018-09-30,2018-10-11,预增
300077,国民技术,2018-12-31,2019-01-30,扭亏
300077,国民技术,2019-03-31,2019-04-10,首亏
300077,国民技术,2019-06-30,2019-07-13,首亏
300077,国民技术,2019-09-30,2019-10-11,增亏
300077,国民技术,2019-12-31,2020-01-23,扭亏
300078,思创医惠,2016-03-31,2016-03-31,略增
300078,思创医惠,2016-06-30,2016-07-15,预增
300078,思创医惠,2016-09-30,2016-10-15,略增
300078,思创医惠,2016-12-31,2017-01-09,略增
300078,思创医惠,2017-03-31,2017-03-30,略增
300078,思创医惠,2017-06-30,2017-07-14,略增
300078,思创医惠,2017-09-30,2017-10-14,略增
300078,思创医惠,2017-12-31,2018-01-31,略减
300078,思创医惠,2018-03-31,2018-04-10,预减
300078,思创医惠,2018-06-30,2018-07-14,略增
300078,思创医惠,2018-09-30,2018-10-13,略增
300078,思创医惠,2018-12-31,2019-01-31,略增
300078,思创医惠,2019-03-31,2019-03-30,略增
300078,思创医惠,2019-06-30,2019-07-13,略增
300078,思创医惠,2019-09-30,2019-10-15,续盈
300078,思创医惠,2019-12-31,2020-02-03,略增
300079,数码视讯,2016-03-31,2016-04-09,略增
300079,数码视讯,2016-06-30,2016-07-15,略减
300079,数码视讯,2016-09-30,2016-10-13,略增
300079,数码视讯,2016-12-31,2017-01-21,略增
300079,数码视讯,2017-03-31,2017-04-08,略增
300079,数码视讯,2017-06-30,2017-07-14,略减
300079,数码视讯,2017-09-30,2017-10-13,略减
300079,数码视讯,2017-12-31,2018-01-27,预减
300079,数码视讯,2018-03-31,2018-04-10,略增
300079,数码视讯,2018-06-30,2018-07-13,略增
300079,数码视讯,2018-09-30,2018-10-13,略增
300079,数码视讯,2018-12-31,2019-01-22,预增
300079,数码视讯,2019-03-31,2019-04-10,略增
300079,数码视讯,2019-06-30,2019-07-13,略减
300079,数码视讯,2019-09-30,2019-10-15,略减
300079,数码视讯,2019-12-31,2020-01-18,略减
300080,易成新能,2016-03-31,2016-03-16,预增
300080,易成新能,2016-06-30,2016-07-14,扭亏
300080,易成新能,2016-09-30,2016-10-14,扭亏
300080,易成新能,2016-12-31,2017-01-23,大增
300080,易成新能,2017-03-31,2017-03-17,略减
300080,易成新能,2017-06-30,2017-07-11,首亏
300080,易成新能,2017-09-30,2017-08-25,首亏
300080,易成新能,2017-12-31,2017-10-27,首亏
300080,易成新能,2018-03-31,2018-04-10,预增
300080,易成新能,2018-06-30,2018-07-17,扭亏
300080,易成新能,2018-09-30,2018-08-27,扭亏
300080,易成新能,2018-12-31,2018-10-27,续亏
300080,易成新能,2019-03-31,2019-04-10,首亏
300080,易成新能,2019-06-30,2019-04-26,首亏
300080,易成新能,2019-09-30,2019-10-15,预减
300080,易成新能,2019-12-31,2020-02-03,预减
300081,恒信东方,2016-03-31,2016-03-24,扭亏
300081,恒信东方,2016-06-30,2016-07-13,略增
300081,恒信东方,2016-09-30,2016-10-15,减亏
300081,恒信东方,2016-12-31,2017-01-23,扭亏
300081,恒信东方,2017-03-31,2017-04-07,续亏
300081,恒信东方,2017-06-30,2017-07-14,预增
300081,恒信东方,2017-09-30,2017-10-14,预增
300081,恒信东方,2017-12-31,2018-01-31,预增
300081,恒信东方,2018-03-31,2018-04-10,扭亏
300081,恒信东方,2018-06-30,2018-07-11,预增
300081,恒信东方,2018-09-30,2018-10-13,预增
300081,恒信东方,2018-12-31,2019-01-31,预增
300081,恒信东方,2019-03-31,2019-03-21,预减
300081,恒信东方,2019-06-30,2019-07-10,预减
300081,恒信东方,2019-09-30,2019-10-14,预减
300081,恒信东方,2019-12-31,2020-01-17,预减
300082,奥克股份,2016-03-31,2016-04-08,转亏
300082,奥克股份,2016-06-30,2016-07-11,大增
300082,奥克股份,2016-09-30,2016-10-12,扭亏
300082,奥克股份,2016-12-31,2017-01-24,扭亏
300082,奥克股份,2017-03-31,2017-04-07,扭亏
300082,奥克股份,2017-06-30,2017-07-11,预增
300082,奥克股份,2017-09-30,2017-10-13,预增
300082,奥克股份,2017-12-31,2018-01-30,预增
300082,奥克股份,2018-03-31,2018-04-10,略增
300082,奥克股份,2018-06-30,2018-07-14,预增
300082,奥克股份,2018-09-30,2018-10-12,预增
300082,奥克股份,2018-12-31,2019-01-17,预增
300082,奥克股份,2019-03-31,2019-04-10,预增
300082,奥克股份,2019-06-30,2019-07-02,略增
300082,奥克股份,2019-09-30,2019-10-14,略减
300082,奥克股份,2019-12-31,2020-01-15,略增
300083,创世纪,2016-03-31,2016-04-08,扭亏
300083,创世纪,2016-06-30,2016-07-14,扭亏
300083,创世纪,2016-09-30,2016-10-14,扭亏
300083,创世纪,2016-12-31,2017-01-18,扭亏
300083,创世纪,2017-03-31,2017-04-07,大增
300083,创世纪,2017-06-30,2017-06-20,大增
300083,创世纪,2017-09-30,2017-10-14,预增
300083,创世纪,2017-12-31,2018-01-31,预增
300083,创世纪,2018-03-31,2018-04-10,预减
300083,创世纪,2018-06-30,2018-07-14,预减
300083,创世纪,2018-09-30,2018-10-15,首亏
300083,创世纪,2018-12-31,2019-01-31,首亏
300083,创世纪,2019-03-31,2019-04-10,略增
300083,创世纪,2019-06-30,2019-07-15,预减
300083,创世纪,2019-09-30,2019-10-14,减亏
300083,创世纪,2019-12-31,2020-01-21,扭亏
300084,海默科技,2016-03-31,2016-04-08,转亏
300084,海默科技,2016-06-30,2016-07-08,预减
300084,海默科技,2016-09-30,2016-10-15,扭亏
300084,海默科技,2016-12-31,2017-01-26,略增
300084,海默科技,2017-03-31,2017-04-08,减亏
300084,海默科技,2017-06-30,2017-07-14,略减
300084,海默科技,2017-09-30,2017-10-14,略增
300084,海默科技,2017-12-31,2018-01-31,预增
300084,海默科技,2018-03-31,2018-04-10,续亏
300084,海默科技,2018-06-30,2018-07-14,首亏
300084,海默科技,2018-09-30,2018-10-13,首亏
300084,海默科技,2018-12-31,2019-01-31,预增
300084,海默科技,2019-03-31,2019-04-10,续亏
300084,海默科技,2019-06-30,2019-07-13,续亏
300084,海默科技,2019-09-30,2019-10-15,续亏
300084,海默科技,2019-12-31,2020-01-24,预减
300085,银之杰,2016-03-31,2016-04-09,略增
300085,银之杰,2016-06-30,2016-07-05,预增
300085,银之杰,2016-09-30,2016-10-15,略增
300085,银之杰,2016-12-31,2017-01-24,略增
300085,银之杰,2017-03-31,2017-04-08,略增
300085,银之杰,2017-06-30,2017-07-15,略减
300085,银之杰,2017-09-30,2017-10-14,预减
300085,银之杰,2017-12-31,2018-01-31,预减
300085,银之杰,2018-03-31,2018-04-10,首亏
300085,银之杰,2018-06-30,2018-07-14,预减
300085,银之杰,2018-09-30,2018-10-13,预减
300085,银之杰,2018-12-31,2019-01-31,预增
300085,银之杰,2019-03-31,2019-04-10,续亏
300085,银之杰,2019-06-30,2019-07-13,首亏
300085,银之杰,2019-09-30,2019-10-15,不确定
300085,银之杰,2019-12-31,2020-01-21,略减
300086,康芝药业,2016-03-31,2016-04-08,扭亏
300086,康芝药业,2016-06-30,2016-07-12,略增
300086,康芝药业,2016-09-30,2016-10-14,略增
300086,康芝药业,2016-12-31,2017-01-24,略降
300086,康芝药业,2017-03-31,2017-03-28,续盈
300086,康芝药业,2017-06-30,2017-07-14,略增
300086,康芝药业,2017-09-30,2017-10-13,略增
300086,康芝药业,2017-12-31,2018-01-31,略增
300086,康芝药业,2018-03-31,2018-04-10,略增
300086,康芝药业,2018-06-30,2018-07-12,略增
300086,康芝药业,2018-09-30,2018-10-13,略增
300086,康芝药业,2018-12-31,2019-01-31,预减
300086,康芝药业,2019-03-31,2019-04-10,略增
300086,康芝药业,2019-06-30,2019-07-12,预减
300086,康芝药业,2019-09-30,2019-10-14,预减
300086,康芝药业,2019-12-31,2020-01-23,首亏
300087,荃银高科,2016-03-31,2016-03-15,略增
300087,荃银高科,2016-06-30,2016-07-13,续亏
300087,荃银高科,2016-09-30,2016-10-13,续亏
300087,荃银高科,2016-12-31,2017-01-13,略增
300087,荃银高科,2017-03-31,2017-04-08,预增
300087,荃银高科,2017-06-30,2017-07-13,续亏
300087,荃银高科,2017-09-30,2017-10-14,续亏
300087,荃银高科,2017-12-31,2018-01-13,预增
300087,荃银高科,2018-03-31,2018-04-09,预增
300087,荃银高科,2018-06-30,2018-07-14,续亏
300087,荃银高科,2018-09-30,2018-10-13,续亏
300087,荃银高科,2018-12-31,2019-01-12,续盈
300087,荃银高科,2019-03-31,2019-04-09,略增
300087,荃银高科,2019-06-30,2019-07-13,续亏
300087,荃银高科,2019-09-30,2019-10-12,续亏
300087,荃银高科,2019-12-31,2020-01-11,略增
300088,长信科技,2016-03-31,2016-04-09,续盈
300088,长信科技,2016-06-30,2016-07-13,略增
300088,长信科技,2016-09-30,2016-10-13,略增
300088,长信科技,2016-12-31,2017-01-24,预增
300088,长信科技,2017-03-31,2017-04-07,预增
300088,长信科技,2017-06-30,2017-07-11,预增
300088,长信科技,2017-09-30,2017-10-12,预增
300088,长信科技,2017-12-31,2018-01-16,预增
300088,长信科技,2018-03-31,2018-02-07,预增
300088,长信科技,2018-06-30,2018-06-23,略增
300088,长信科技,2018-09-30,2018-09-17,略增
300088,长信科技,2018-12-31,2019-01-22,略增
300088,长信科技,2019-03-31,2019-04-08,略增
300088,长信科技,2019-06-30,2019-07-04,略增
