股票代码,公司简称,统计日期,发布时间,预告类型
300088,长信科技,2019-09-30,2019-10-14,略增
300088,长信科技,2019-12-31,2020-01-22,略增
300089,ST文化,2016-03-31,2016-03-29,续盈
300089,ST文化,2016-06-30,2016-07-12,略增
300089,ST文化,2016-09-30,2016-10-14,大增
300089,ST文化,2016-12-31,2017-01-25,大增
300089,ST文化,2017-03-31,2017-04-07,略增
300089,ST文化,2017-06-30,2017-07-14,略增
300089,ST文化,2017-12-31,2018-01-31,略减
300089,ST文化,2018-03-31,2018-04-10,略增
300089,ST文化,2018-06-30,2018-06-27,预增
300089,ST文化,2018-09-30,2018-10-08,预增
300089,ST文化,2018-12-31,2019-01-31,预增
300089,ST文化,2019-03-31,2019-04-10,略增
300089,ST文化,2019-06-30,2019-07-15,首亏
300089,ST文化,2019-09-30,2019-10-14,首亏
300089,ST文化,2019-12-31,2020-01-23,预减
300090,盛运退,2016-03-31,2016-03-31,预减
300090,盛运退,2016-06-30,2016-07-08,略减
300090,盛运退,2016-09-30,2016-10-14,略增
300090,盛运退,2016-12-31,2017-01-26,预减
300090,盛运退,2017-03-31,2017-04-08,略增
300090,盛运退,2017-06-30,2017-07-14,略减
300090,盛运退,2017-09-30,2017-10-13,预减
300090,盛运退,2017-12-31,2018-01-31,首亏
300090,盛运退,2018-03-31,2018-04-10,预增
300090,盛运退,2018-06-30,2018-07-13,首亏
300090,盛运退,2018-09-30,2018-10-13,首亏
300090,盛运退,2018-12-31,2019-01-30,续亏
300090,盛运退,2019-03-31,2019-04-10,首亏
300090,盛运退,2019-06-30,2019-08-10,续亏
300090,盛运退,2019-09-30,2019-08-30,续亏
300090,盛运退,2019-12-31,2020-01-22,续亏
300091,金通灵,2016-03-31,2016-03-22,预增
300091,金通灵,2016-06-30,2016-07-13,大增
300091,金通灵,2016-09-30,2016-10-14,大增
300091,金通灵,2016-12-31,2017-01-25,大增
300091,金通灵,2017-03-31,2017-04-07,略增
300091,金通灵,2017-06-30,2017-07-06,预增
300091,金通灵,2017-09-30,2017-10-13,预增
300091,金通灵,2017-12-31,2018-01-25,预增
300091,金通灵,2018-03-31,2018-04-10,预增
300091,金通灵,2018-06-30,2018-07-04,预增
300091,金通灵,2018-09-30,2018-10-13,预增
300091,金通灵,2018-12-31,2019-01-31,续盈
300091,金通灵,2019-03-31,2019-01-31,略增
300091,金通灵,2019-06-30,2019-07-08,略减
300091,金通灵,2019-09-30,2019-10-14,略减
300091,金通灵,2019-12-31,2019-11-14,略增
300092,科新机电,2016-03-31,2016-03-25,预增
300092,科新机电,2016-06-30,2016-07-14,预增
300092,科新机电,2016-09-30,2016-10-13,扭亏
300092,科新机电,2016-12-31,2017-01-20,扭亏
300092,科新机电,2017-03-31,2017-03-29,预减
300092,科新机电,2017-06-30,2017-07-13,预减
300092,科新机电,2017-09-30,2017-10-14,预减
300092,科新机电,2017-12-31,2018-01-24,预减
300092,科新机电,2018-03-31,2018-03-28,预增
300092,科新机电,2018-06-30,2018-07-12,略增
300092,科新机电,2018-09-30,2018-10-12,略增
300092,科新机电,2018-12-31,2019-01-30,略增
300092,科新机电,2019-03-31,2019-03-28,预增
300092,科新机电,2019-06-30,2019-07-11,预增
300092,科新机电,2019-09-30,2019-10-11,预增
300092,科新机电,2019-12-31,2020-01-16,预增
300093,金刚玻璃,2016-03-31,2016-03-30,预减
300093,金刚玻璃,2016-06-30,2016-07-14,大降
300093,金刚玻璃,2016-09-30,2016-10-14,大降
300093,金刚玻璃,2016-12-31,2017-01-26,大降
300093,金刚玻璃,2017-03-31,2017-04-10,略增
300093,金刚玻璃,2017-06-30,2017-07-12,预增
300093,金刚玻璃,2017-09-30,2017-10-14,预增
300093,金刚玻璃,2017-12-31,2018-01-17,预增
300093,金刚玻璃,2018-03-31,2018-04-10,预增
300093,金刚玻璃,2018-06-30,2018-07-02,略增
300093,金刚玻璃,2018-09-30,2018-10-15,略增
300093,金刚玻璃,2018-12-31,2019-01-22,略增
300093,金刚玻璃,2019-03-31,2019-04-10,略增
300093,金刚玻璃,2019-06-30,2019-08-29,略减
300093,金刚玻璃,2019-09-30,2019-10-14,略减
300093,金刚玻璃,2019-12-31,2020-01-21,首亏
300094,国联水产,2016-03-31,2016-04-07,不确定
300094,国联水产,2016-06-30,2016-07-14,扭亏
300094,国联水产,2016-09-30,2016-10-14,大增
300094,国联水产,2016-12-31,2017-01-24,大增
300094,国联水产,2017-03-31,2017-04-10,扭亏
300094,国联水产,2017-06-30,2017-04-26,大增
300094,国联水产,2017-09-30,2017-08-29,预增
300094,国联水产,2017-12-31,2018-01-30,预增
300094,国联水产,2018-03-31,2018-04-10,预增
300094,国联水产,2018-06-30,2018-06-29,预增
300094,国联水产,2018-09-30,2018-10-11,预增
300094,国联水产,2018-12-31,2019-01-18,预增
300094,国联水产,2019-03-31,2019-04-10,预减
300094,国联水产,2019-06-30,2019-07-12,预减
300094,国联水产,2019-09-30,2019-10-12,预减
300094,国联水产,2019-12-31,2020-01-23,首亏
300095,华伍股份,2016-03-31,2016-02-27,略增
300095,华伍股份,2016-06-30,2016-07-15,略减
300095,华伍股份,2016-09-30,2016-10-15,略减
300095,华伍股份,2016-12-31,2017-01-26,略减
300095,华伍股份,2017-03-31,2017-02-25,略增
300095,华伍股份,2017-06-30,2017-07-14,略增
300095,华伍股份,2017-09-30,2017-10-14,续盈
300095,华伍股份,2017-12-31,2018-01-31,略增
300095,华伍股份,2018-03-31,2018-02-12,预增
300095,华伍股份,2018-06-30,2018-07-14,略增
300095,华伍股份,2018-09-30,2018-10-12,略增
300095,华伍股份,2018-12-31,2019-01-19,略增
300095,华伍股份,2019-03-31,2019-04-09,续盈
300095,华伍股份,2019-06-30,2019-07-12,略增
300095,华伍股份,2019-09-30,2019-10-15,预增
300095,华伍股份,2019-12-31,2020-01-22,扭亏
300096,易联众,2016-03-31,2016-04-08,转亏
300096,易联众,2016-06-30,2016-07-14,大降
300096,易联众,2016-09-30,2016-10-14,转亏
300096,易联众,2016-12-31,2017-01-18,略降
300096,易联众,2017-03-31,2017-04-07,续亏
300096,易联众,2017-06-30,2017-07-15,首亏
300096,易联众,2017-12-31,2018-01-16,预增
300096,易联众,2018-03-31,2018-04-10,续亏
300096,易联众,2018-06-30,2018-07-13,续亏
300096,易联众,2018-09-30,2018-10-13,续亏
300096,易联众,2018-12-31,2019-01-16,续盈
300096,易联众,2019-03-31,2019-04-10,续亏
300096,易联众,2019-06-30,2019-07-12,减亏
300096,易联众,2019-09-30,2019-10-15,扭亏
300096,易联众,2019-12-31,2020-01-20,略增
300097,智云股份,2016-03-31,2016-04-09,续亏
300097,智云股份,2016-06-30,2016-07-15,预增
300097,智云股份,2016-09-30,2016-10-15,预增
300097,智云股份,2016-12-31,2017-01-24,预增
300097,智云股份,2017-03-31,2017-04-08,续亏
300097,智云股份,2017-06-30,2017-07-14,略增
300097,智云股份,2017-09-30,2017-08-29,预增
300097,智云股份,2018-03-31,2018-02-01,扭亏
300097,智云股份,2018-06-30,2018-07-13,预增
300097,智云股份,2018-09-30,2018-10-13,略减
300097,智云股份,2018-12-31,2019-01-31,略减
300097,智云股份,2019-03-31,2019-03-14,首亏
300097,智云股份,2019-06-30,2019-07-13,首亏
300097,智云股份,2019-09-30,2019-10-15,首亏
300097,智云股份,2019-12-31,2020-01-20,首亏
300098,高新兴,2016-03-31,2016-04-08,预增
300098,高新兴,2016-06-30,2016-04-27,预增
300098,高新兴,2016-09-30,2016-10-13,预增
300098,高新兴,2016-12-31,2017-01-14,预增
300098,高新兴,2017-03-31,2017-04-08,略增
300098,高新兴,2017-06-30,2017-07-05,略增
300098,高新兴,2017-09-30,2017-10-13,略增
300098,高新兴,2017-12-31,2018-01-31,略增
300098,高新兴,2018-03-31,2018-03-31,预增
300098,高新兴,2018-06-30,2018-06-22,略增
300098,高新兴,2018-09-30,2018-10-15,略增
300098,高新兴,2018-12-31,2019-01-30,略增
300098,高新兴,2019-03-31,2019-04-05,略增
300098,高新兴,2019-06-30,2019-07-15,续盈
300098,高新兴,2019-09-30,2019-10-15,预减
300098,高新兴,2019-12-31,2020-01-23,首亏
300099,精准信息,2016-03-31,2016-03-30,续亏
300099,精准信息,2016-06-30,2016-07-13,扭亏
300099,精准信息,2016-09-30,2016-10-13,续亏
300099,精准信息,2016-12-31,2017-01-24,略增
300099,精准信息,2017-03-31,2017-04-07,扭亏
300099,精准信息,2017-06-30,2017-07-13,预增
300099,精准信息,2017-09-30,2017-10-14,扭亏
300099,精准信息,2017-12-31,2018-01-25,预增
300099,精准信息,2018-03-31,2018-04-09,预减
300099,精准信息,2018-06-30,2018-07-12,预增
300099,精准信息,2018-09-30,2018-10-13,略增
300099,精准信息,2018-12-31,2019-01-29,续盈
300099,精准信息,2019-03-31,2019-04-09,首亏
300099,精准信息,2019-06-30,2019-07-12,首亏
300099,精准信息,2019-09-30,2019-10-15,预减
300099,精准信息,2019-12-31,2020-01-21,略减
300100,双林股份,2016-03-31,2016-04-08,略增
300100,双林股份,2016-06-30,2016-07-07,略增
300100,双林股份,2016-09-30,2016-10-11,略增
300100,双林股份,2016-12-31,2017-01-23,略增
300100,双林股份,2017-03-31,2017-04-07,略增
300100,双林股份,2017-06-30,2017-07-14,略增
300100,双林股份,2017-09-30,2017-10-14,略减
300100,双林股份,2017-12-31,2018-01-13,略减
300100,双林股份,2018-03-31,2018-04-05,略减
300100,双林股份,2018-06-30,2018-07-14,预减
300100,双林股份,2018-09-30,2018-10-13,略减
300100,双林股份,2018-12-31,2019-01-31,预减
300100,双林股份,2019-03-31,2019-04-10,预减
300100,双林股份,2019-06-30,2019-07-12,预减
300100,双林股份,2019-09-30,2019-10-15,预减
300100,双林股份,2019-12-31,2020-01-24,续亏
300101,振芯科技,2016-03-31,2016-03-22,略增
300101,振芯科技,2016-06-30,2016-07-14,略增
300101,振芯科技,2016-09-30,2016-10-14,略增
300101,振芯科技,2016-12-31,2017-01-09,略降
300101,振芯科技,2017-03-31,2017-03-23,预减
300101,振芯科技,2017-06-30,2017-07-15,预减
300101,振芯科技,2017-09-30,2017-10-14,预减
300101,振芯科技,2017-12-31,2018-02-01,略减
300101,振芯科技,2018-03-31,2018-03-28,预增
300101,振芯科技,2018-06-30,2018-07-13,续盈
300101,振芯科技,2018-09-30,2018-10-13,略增
300101,振芯科技,2018-12-31,2019-01-31,略减
300101,振芯科技,2019-03-31,2019-03-26,预减
300101,振芯科技,2019-06-30,2019-07-12,预减
300101,振芯科技,2019-09-30,2019-10-14,预减
300101,振芯科技,2019-12-31,2020-01-21,预减
300102,乾照光电,2016-03-31,2016-04-09,预减
300102,乾照光电,2016-06-30,2016-07-06,转亏
300102,乾照光电,2016-09-30,2016-10-14,略减
300102,乾照光电,2016-12-31,2017-01-25,扭亏
300102,乾照光电,2017-03-31,2017-02-28,预增
300102,乾照光电,2017-06-30,2017-07-12,扭亏
300102,乾照光电,2018-03-31,2018-02-28,续盈
300102,乾照光电,2018-06-30,2018-07-13,略增
300102,乾照光电,2018-09-30,2018-10-13,略减
300102,乾照光电,2018-12-31,2019-01-25,略减
300102,乾照光电,2019-03-31,2019-04-10,预减
300102,乾照光电,2019-06-30,2019-07-13,预减
300102,乾照光电,2019-09-30,2019-10-15,首亏
300102,乾照光电,2019-12-31,2020-01-24,首亏
300103,达刚控股,2016-03-31,2016-03-29,预增
300103,达刚控股,2016-06-30,2016-07-13,略降
300103,达刚控股,2016-09-30,2016-10-13,略减
300103,达刚控股,2016-12-31,2017-01-19,略减
300103,达刚控股,2017-03-31,2017-03-28,略增
300103,达刚控股,2017-06-30,2017-04-25,略增
300103,达刚控股,2017-09-30,2017-10-14,略增
300103,达刚控股,2018-03-31,2018-03-27,预增
300103,达刚控股,2018-06-30,2018-07-13,续盈
300103,达刚控股,2018-09-30,2018-10-13,续盈
300103,达刚控股,2018-12-31,2019-01-31,预减
300103,达刚控股,2019-03-31,2019-03-26,预减
300103,达刚控股,2019-06-30,2019-07-13,略减
300103,达刚控股,2019-09-30,2019-10-15,略增
300103,达刚控股,2019-12-31,2020-01-21,预增
300104,乐视退,2016-03-31,2016-03-18,略增
300104,乐视退,2016-06-30,2016-07-14,略增
300104,乐视退,2016-09-30,2016-10-14,略增
300104,乐视退,2016-12-31,2017-01-27,略增
300104,乐视退,2017-03-31,2017-04-10,续盈
300104,乐视退,2017-06-30,2017-07-15,首亏
300104,乐视退,2017-09-30,2017-10-14,首亏
300104,乐视退,2018-03-31,2018-04-10,首亏
300104,乐视退,2018-06-30,2018-07-14,续亏
300104,乐视退,2018-09-30,2018-10-13,续亏
300104,乐视退,2018-12-31,2019-01-31,续亏
300104,乐视退,2019-03-31,2019-04-10,续亏
300104,乐视退,2019-06-30,2019-07-13,续亏
300104,乐视退,2019-09-30,2019-10-14,增亏
300104,乐视退,2019-12-31,2020-01-21,续亏
300105,龙源技术,2016-03-31,2016-03-10,续亏
300105,龙源技术,2016-06-30,2016-07-14,续亏
300105,龙源技术,2016-09-30,2016-10-14,续亏
300105,龙源技术,2016-12-31,2017-01-13,续亏
300105,龙源技术,2017-03-31,2017-03-23,减亏
300105,龙源技术,2017-06-30,2017-04-26,不确定
300105,龙源技术,2018-03-31,2018-03-22,续亏
300105,龙源技术,2018-06-30,2018-07-14,略增
300105,龙源技术,2018-09-30,2018-10-13,首亏
300105,龙源技术,2018-12-31,2019-01-29,预减
300105,龙源技术,2019-03-31,2019-03-28,续亏
300105,龙源技术,2019-06-30,2019-07-13,首亏
300105,龙源技术,2019-09-30,2019-10-15,续亏
300105,龙源技术,2019-12-31,2020-01-14,预增
300106,西部牧业,2016-03-31,2016-04-08,转亏
300106,西部牧业,2016-06-30,2016-07-14,首亏
300106,西部牧业,2016-09-30,2016-10-14,转亏
300106,西部牧业,2016-12-31,2017-01-24,大降
300106,西部牧业,2017-03-31,2017-04-07,续亏
300106,西部牧业,2017-06-30,2017-07-15,续亏
300106,西部牧业,2017-09-30,2017-10-14,续亏
300106,西部牧业,2017-12-31,2018-01-31,续亏
300106,西部牧业,2018-03-31,2018-04-10,续亏
300106,西部牧业,2018-06-30,2018-07-14,续亏
300106,西部牧业,2018-09-30,2018-08-29,扭亏
300106,西部牧业,2018-12-31,2019-01-31,扭亏
300106,西部牧业,2019-03-31,2019-04-09,扭亏
300106,西部牧业,2019-06-30,2019-07-12,扭亏
300106,西部牧业,2019-09-30,2019-10-14,预减
300106,西部牧业,2019-12-31,2020-01-22,首亏
300107,建新股份,2016-03-31,2016-04-08,略降
300107,建新股份,2016-06-30,2016-07-14,略增
300107,建新股份,2016-09-30,2016-10-14,略增
300107,建新股份,2016-12-31,2017-01-20,续盈
300107,建新股份,2017-03-31,2017-04-07,续盈
300107,建新股份,2017-06-30,2017-07-13,预增
300107,建新股份,2017-09-30,2017-10-13,预增
300107,建新股份,2017-12-31,2018-01-24,预增
300107,建新股份,2018-03-31,2018-03-27,预增
300107,建新股份,2018-06-30,2018-07-12,预增
300107,建新股份,2018-09-30,2018-10-13,预增
300107,建新股份,2018-12-31,2019-01-21,预增
300107,建新股份,2019-03-31,2019-03-15,略减
300107,建新股份,2019-06-30,2019-07-11,略减
300107,建新股份,2019-09-30,2019-10-14,略减
300107,建新股份,2019-12-31,2020-01-16,预减
300108,吉药控股,2016-03-31,2016-04-08,略降
300108,吉药控股,2016-06-30,2016-07-15,略减
300108,吉药控股,2016-09-30,2016-10-15,略减
300108,吉药控股,2016-12-31,2017-01-24,预增
300108,吉药控股,2017-03-31,2017-03-27,略增
300108,吉药控股,2017-06-30,2017-07-14,略增
300108,吉药控股,2017-09-30,2017-10-13,续盈
300108,吉药控股,2017-12-31,2018-01-04,略增
300108,吉药控股,2018-03-31,2018-04-10,略增
300108,吉药控股,2018-06-30,2018-07-13,略增
300108,吉药控股,2018-09-30,2018-10-13,续盈
300108,吉药控股,2018-12-31,2019-01-30,略增
300108,吉药控股,2019-03-31,2019-04-10,略减
300108,吉药控股,2019-06-30,2019-07-13,预减
300108,吉药控股,2019-09-30,2019-10-14,预减
300108,吉药控股,2019-12-31,2020-01-15,首亏
300109,新开源,2016-03-31,2016-04-08,略增
300109,新开源,2016-06-30,2016-07-12,大增
300109,新开源,2016-09-30,2016-10-14,预增
300109,新开源,2016-12-31,2017-01-20,略增
300109,新开源,2017-03-31,2017-04-06,略增
300109,新开源,2017-06-30,2017-07-13,略增
300109,新开源,2017-09-30,2017-10-13,略增
300109,新开源,2017-12-31,2018-01-30,略增
300109,新开源,2018-03-31,2018-04-10,续盈
300109,新开源,2018-06-30,2018-07-14,略增
300109,新开源,2018-09-30,2018-10-13,略增
300109,新开源,2018-12-31,2019-01-31,续盈
300109,新开源,2019-03-31,2019-04-09,略增
300109,新开源,2019-06-30,2019-07-11,略增
300109,新开源,2019-09-30,2019-10-14,略增
300109,新开源,2019-12-31,2020-01-20,预增
300110,华仁药业,2016-03-31,2016-04-08,大降
300110,华仁药业,2016-09-30,2016-10-13,略降
300110,华仁药业,2016-12-31,2017-01-20,略增
300110,华仁药业,2017-03-31,2017-03-22,预增
300110,华仁药业,2017-06-30,2017-07-14,预增
300110,华仁药业,2017-09-30,2017-10-12,预增
300110,华仁药业,2017-12-31,2018-01-12,预增
300110,华仁药业,2018-03-31,2018-03-31,预减
300110,华仁药业,2018-06-30,2018-07-10,预增
300110,华仁药业,2018-09-30,2018-10-13,略增
300110,华仁药业,2018-12-31,2019-01-30,略增
300110,华仁药业,2019-03-31,2019-04-10,预增
300110,华仁药业,2019-06-30,2019-07-12,略减
300110,华仁药业,2019-09-30,2019-10-11,略减
300110,华仁药业,2019-12-31,2020-01-17,略增
300111,向日葵,2016-03-31,2016-04-08,扭亏
300111,向日葵,2016-06-30,2016-07-14,大增
300111,向日葵,2016-09-30,2016-10-14,略增
300111,向日葵,2016-12-31,2017-01-23,大降
300111,向日葵,2017-03-31,2017-02-28,首亏
300111,向日葵,2017-06-30,2017-07-14,预减
300111,向日葵,2017-09-30,2017-10-13,预减
300111,向日葵,2017-12-31,2018-01-31,预减
300111,向日葵,2018-03-31,2018-04-10,续亏
300111,向日葵,2018-06-30,2018-08-03,首亏
300111,向日葵,2018-09-30,2018-10-26,首亏
300111,向日葵,2018-12-31,2019-01-31,首亏
300111,向日葵,2019-03-31,2019-04-10,续亏
300111,向日葵,2019-06-30,2019-07-12,扭亏
300111,向日葵,2019-09-30,2019-10-14,不确定
300111,向日葵,2019-12-31,2020-01-21,减亏
300112,万讯自控,2016-03-31,2016-04-09,预减
300112,万讯自控,2016-06-30,2016-07-15,略减
300112,万讯自控,2016-09-30,2016-10-15,略增
300112,万讯自控,2016-12-31,2017-01-20,预增
300112,万讯自控,2017-03-31,2017-04-08,预增
300112,万讯自控,2017-06-30,2017-07-14,略增
300112,万讯自控,2017-09-30,2017-10-14,预增
300112,万讯自控,2018-03-31,2018-04-10,略增
300112,万讯自控,2018-06-30,2018-07-12,略增
300112,万讯自控,2018-09-30,2018-10-15,略增
300112,万讯自控,2018-12-31,2019-01-18,略增
300112,万讯自控,2019-03-31,2019-04-09,预增
300112,万讯自控,2019-06-30,2019-07-15,预增
300112,万讯自控,2019-09-30,2019-10-15,略增
300112,万讯自控,2019-12-31,2020-01-18,略增
300113,顺网科技,2016-03-31,2016-02-29,预增
300113,顺网科技,2016-06-30,2016-07-04,大增
300113,顺网科技,2016-09-30,2016-10-15,预增
300113,顺网科技,2016-12-31,2017-01-25,大增
